,Cluster,Num_Constituents,Total_Mass,Total_Charge,Sum_Radii
421,Frame36_Cluster1,433,433000,0,324.75
422,Frame36_Cluster2,414,414000,0,310.5
423,Frame36_Cluster3,389,389000,0,291.75
424,Frame36_Cluster4,352,352000,0,264.0
425,Frame36_Cluster5,313,313000,0,234.75
426,Frame36_Cluster6,292,292000,0,219.0
427,Frame36_Cluster7,244,244000,0,183.0
428,Frame36_Cluster8,241,241000,0,180.75
429,Frame36_Cluster9,207,207000,0,155.25
430,Frame36_Cluster10,206,206000,0,154.5
431,Frame36_Cluster11,138,138000,0,103.5
432,Frame37_Cluster0,586,586000,0,439.5
433,Frame37_Cluster1,433,433000,0,324.75
434,Frame37_Cluster2,414,414000,0,310.5
435,Frame37_Cluster3,389,389000,0,291.75
436,Frame37_Cluster4,352,352000,0,264.0
437,Frame37_Cluster5,313,313000,0,234.75
438,Frame37_Cluster6,292,292000,0,219.0
439,Frame37_Cluster7,244,244000,0,183.0
440,Frame37_Cluster8,241,241000,0,180.75
441,Frame37_Cluster9,207,207000,0,155.25
442,Frame37_Cluster10,206,206000,0,154.5
443,Frame37_Cluster11,138,138000,0,103.5
444,Frame38_Cluster0,586,586000,0,439.5
445,Frame38_Cluster1,433,433000,0,324.75
446,Frame38_Cluster2,414,414000,0,310.5
447,Frame38_Cluster3,389,389000,0,291.75
448,Frame38_Cluster4,352,352000,0,264.0
449,Frame38_Cluster5,313,313000,0,234.75
450,Frame38_Cluster6,292,292000,0,219.0
451,Frame38_Cluster7,244,244000,0,183.0
452,Frame38_Cluster8,241,241000,0,180.75
453,Frame38_Cluster9,207,207000,0,155.25
454,Frame38_Cluster10,206,206000,0,154.5
455,Frame38_Cluster11,138,138000,0,103.5
456,Frame39_Cluster0,586,586000,0,439.5
457,Frame39_Cluster1,433,433000,0,324.75
458,Frame39_Cluster2,414,414000,0,310.5
459,Frame39_Cluster3,389,389000,0,291.75
460,Frame39_Cluster4,352,352000,0,264.0
461,Frame39_Cluster5,313,313000,0,234.75
462,Frame39_Cluster6,292,292000,0,219.0
463,Frame39_Cluster7,244,244000,0,183.0
464,Frame39_Cluster8,241,241000,0,180.75
465,Frame39_Cluster9,207,207000,0,155.25
466,Frame39_Cluster10,206,206000,0,154.5
467,Frame39_Cluster11,138,138000,0,103.5
468,Frame40_Cluster0,586,586000,0,439.5
469,Frame40_Cluster1,433,433000,0,324.75
470,Frame40_Cluster2,414,414000,0,310.5
471,Frame40_Cluster3,389,389000,0,291.75
472,Frame40_Cluster4,352,352000,0,264.0
473,Frame40_Cluster5,313,313000,0,234.75
474,Frame40_Cluster6,292,292000,0,219.0
475,Frame40_Cluster7,244,244000,0,183.0
476,Frame40_Cluster8,241,241000,0,180.75
477,Frame40_Cluster9,207,207000,0,155.25
478,Frame40_Cluster10,206,206000,0,154.5
479,Frame40_Cluster11,138,138000,0,103.5
480,Frame41_Cluster0,586,586000,0,439.5
481,Frame41_Cluster1,433,433000,0,324.75
482,Frame41_Cluster2,414,414000,0,310.5
483,Frame41_Cluster3,389,389000,0,291.75
484,Frame41_Cluster4,352,352000,0,264.0
485,Frame41_Cluster5,313,313000,0,234.75
486,Frame41_Cluster6,292,292000,0,219.0
487,Frame41_Cluster7,244,244000,0,183.0
488,Frame41_Cluster8,241,241000,0,180.75
489,Frame41_Cluster9,207,207000,0,155.25
490,Frame41_Cluster10,206,206000,0,154.5
491,Frame41_Cluster11,138,138000,0,103.5
492,Frame42_Cluster0,586,586000,0,439.5
493,Frame42_Cluster1,433,433000,0,324.75
494,Frame42_Cluster2,414,414000,0,310.5
495,Frame42_Cluster3,389,389000,0,291.75
496,Frame42_Cluster4,352,352000,0,264.0
497,Frame42_Cluster5,313,313000,0,234.75
498,Frame42_Cluster6,292,292000,0,219.0
499,Frame42_Cluster7,244,244000,0,183.0
500,Frame42_Cluster8,241,241000,0,180.75
501,Frame42_Cluster9,207,207000,0,155.25
502,Frame42_Cluster10,206,206000,0,154.5
503,Frame42_Cluster11,138,138000,0,103.5
504,Frame43_Cluster0,586,586000,0,439.5
505,Frame43_Cluster1,433,433000,0,324.75
506,Frame43_Cluster2,414,414000,0,310.5
507,Frame43_Cluster3,389,389000,0,291.75
508,Frame43_Cluster4,352,352000,0,264.0
509,Frame43_Cluster5,313,313000,0,234.75
510,Frame43_Cluster6,292,292000,0,219.0
511,Frame43_Cluster7,244,244000,0,183.0
512,Frame43_Cluster8,241,241000,0,180.75
513,Frame43_Cluster9,207,207000,0,155.25
514,Frame43_Cluster10,206,206000,0,154.5
515,Frame43_Cluster11,138,138000,0,103.5
516,Frame44_Cluster0,586,586000,0,439.5
517,Frame44_Cluster1,433,433000,0,324.75
518,Frame44_Cluster2,414,414000,0,310.5
519,Frame44_Cluster3,389,389000,0,291.75
520,Frame44_Cluster4,352,352000,0,264.0
521,Frame44_Cluster5,313,313000,0,234.75
522,Frame44_Cluster6,292,292000,0,219.0
523,Frame44_Cluster7,244,244000,0,183.0
524,Frame44_Cluster8,241,241000,0,180.75
525,Frame44_Cluster9,207,207000,0,155.25
526,Frame44_Cluster10,206,206000,0,154.5
527,Frame44_Cluster11,138,138000,0,103.5
528,Frame45_Cluster0,586,586000,0,439.5
529,Frame45_Cluster1,433,433000,0,324.75
530,Frame45_Cluster2,414,414000,0,310.5
531,Frame45_Cluster3,389,389000,0,291.75
532,Frame45_Cluster4,352,352000,0,264.0
533,Frame45_Cluster5,313,313000,0,234.75
534,Frame45_Cluster6,292,292000,0,219.0
535,Frame45_Cluster7,244,244000,0,183.0
536,Frame45_Cluster8,241,241000,0,180.75
537,Frame45_Cluster9,207,207000,0,155.25
538,Frame45_Cluster10,206,206000,0,154.5
539,Frame45_Cluster11,138,138000,0,103.5
