Time [ps],Potential Energy [kJ/mol],Kinetic Energy [kJ/mol],Total Energy [kJ/mol]
211200.0,-601342.8959119886,64480.55246261671,-536862.3434493719
211300.0,-602364.0116989086,64244.040745207225,-538119.9709537014
211400.0,-601891.593680612,64321.2846383415,-537570.3090422705
211500.0,-601745.2122557559,64523.16496332528,-537222.0472924307
211600.0,-602078.3798918064,63870.063408533926,-538208.3164832725
211700.0,-601376.3921108539,64321.62992242274,-537054.7621884312
211800.0,-601192.0604035722,64295.011041448364,-536897.0493621238
211900.0,-601496.6349866579,64098.86198859065,-537397.7729980672
212000.0,-602011.5154594756,64596.03130340738,-537415.4841560682
212100.0,-601903.7767284007,63786.922755031366,-538116.8539733693
212200.0,-602702.2540604825,64139.448863798396,-538562.8051966841
212300.0,-602806.0924824133,64337.23172874238,-538468.8607536709
212400.0,-602296.3419581284,64001.847939895284,-538294.4940182331
212500.0,-602602.2773257638,63721.23757117937,-538881.0397545844
212600.0,-602625.5723573079,64063.74579674141,-538561.8265605664
212700.0,-603300.6694673533,64248.11593689108,-539052.5535304622
212800.0,-602733.5221436478,64330.366888622426,-538403.1552550254
212900.0,-602407.9161443324,64793.78369199204,-537614.1324523403
213000.0,-602827.4355272199,64106.94547792853,-538720.4900492914
213100.0,-603000.2681276035,64219.548060683876,-538780.7200669196
213200.0,-603348.6237989005,63599.56660801497,-539749.0571908855
213300.0,-602449.6115894407,64533.29127216573,-537916.320317275
213400.0,-602664.6963858076,64038.98651782032,-538625.7098679873
213500.0,-602852.2305436098,64056.66243948977,-538795.5681041201
213600.0,-602695.8386474932,64329.3114813525,-538366.5271661406
213700.0,-602543.6921053648,63736.57412166668,-538807.117983698
213800.0,-603180.3854393151,63978.91649040119,-539201.468948914
213900.0,-602538.1474428659,64304.21754636198,-538233.9298965039
214000.0,-602679.162540201,63529.95501357548,-539149.2075266255
214100.0,-602469.5445679865,63550.37014958434,-538919.1744184021
214200.0,-602398.9393479668,63974.85629891218,-538424.0830490546
214300.0,-603491.3113785038,64474.88292201982,-539016.428456484
214400.0,-602919.0311062457,64505.981114154245,-538413.0499920915
214500.0,-603085.7648618086,64426.326596948784,-538659.4382648598
214600.0,-603131.2859799642,64560.26683519878,-538571.0191447655
214700.0,-603553.1721592001,64498.14229383062,-539055.0298653694
214800.0,-602577.3188315773,64240.38291706079,-538336.9359145166
214900.0,-603103.9896884218,64423.9067138399,-538680.082974582
215000.0,-602917.42453665,64464.30748991584,-538453.1170467341
215100.0,-602595.8796047505,64039.725246572154,-538556.1543581784
215200.0,-602696.6735495424,63757.87448409005,-538938.7990654524
215300.0,-602841.0180224004,64101.860618372826,-538739.1574040276
215400.0,-602753.0708814205,64387.814226130424,-538365.2566552901
215500.0,-602957.4557810212,64257.24981650105,-538700.2059645201
215600.0,-602884.2662611206,64336.065182662314,-538548.2010784582
215700.0,-603327.6629016779,64159.4429981236,-539168.2199035543
